customer_id,join_date,loyalty_tier,pref_channel,region,label_affinity,discount_sensitivity,premium_pref,primary_category,recency_days,tenure_days,purchase_count_90,spend_90,aov_90,category_diversity_90,discount_share_90,premium_share_90,label_match_90,review_rate,avg_rating,avg_polarity,top_brand_share_90
15,2025-05-30,Diamond,email,South,none,0.40197087492432215,0.7479967841519011,facial-treatment-masks,26,234,22,1387.22,63.055454545454545,13,0.09090909090909091,0.3181818181818182,0.0,0.42857142857142855,3.8333333333333335,0.24351378299617532,0.13636363636363635
16,2025-09-04,Member,sms,South,none,0.05450608554347429,0.55060508873594,skin-care-sets-travel-value,30,137,13,743.25,57.17307692307692,6,0.07692307692307693,0.3076923076923077,0.0,0.4444444444444444,4.5,0.5753652724375258,0.15384615384615385
17,2025-02-09,Platinum,email,South,none,0.48766843347871025,0.8947702379748381,body-lotion-body-oil,41,344,3,386.5,128.83333333333334,3,0.0,1.0,0.0,0.18181818181818182,4.0,0.9821685365876277,0.3333333333333333
18,2025-08-28,Member,sms,South,clean,0.2036614980670237,0.607924510772166,lip-balm-lip-care,41,144,5,161.6,32.32,4,0.2,0.0,0.4,0.1111111111111111,4.0,0.19005513903465515,0.2
19,2025-02-05,Member,app_push,South,none,0.27392902175305345,0.8300607872720707,face-sunscreen,156,348,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2025-05-21,Member,email,Midwest,none,0.34710850448409325,0.37664564729202266,mini-skincare,19,243,9,316.6,35.17777777777778,7,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.2222222222222222
21,2025-09-02,Member,email,Northeast,none,0.19904237293458704,0.696335887375544,face-wash-facial-cleanser,22,139,11,732.0,66.54545454545455,7,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.18181818181818182
22,2025-04-01,Diamond,sms,Midwest,clean,0.20617418698462472,0.6238538602217526,facial-treatment-masks,23,293,12,632.6,52.71666666666667,10,0.16666666666666666,0.4166666666666667,0.6666666666666666,0.2857142857142857,4.5,0.7847325200082942,0.08333333333333333
23,2025-04-13,Platinum,email,South,none,0.3495551786667902,0.3442953002724875,face-creams,83,281,4,876.0,219.0,3,0.5,0.5,0.0,0.25,4.0,0.42837696710355816,0.25
24,2025-03-25,Member,email,Northeast,clean,0.1816524991296971,0.32407742710409637,skin-care-sets-travel-value,203,300,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2025-08-04,Platinum,email,Northeast,planet,0.1147261591732561,0.6918699491112038,facial-treatment-masks,26,168,9,481.45,53.49444444444444,8,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.0,0.1111111111111111
26,2025-03-18,Member,sms,West,none,0.2742293071239433,0.5285347412342202,face-serum,25,307,2,65.62,32.81,2,0.5,0.0,0.0,0.2857142857142857,3.5,0.06259787763511057,0.5
27,2025-10-25,Member,app_push,Northeast,cruelty-free,0.44657423170438215,0.7950389713410284,body-lotion-body-oil,33,86,7,510.35,72.90714285714286,5,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.2857142857142857
28,2025-05-14,Member,app_push,South,none,0.41543174113543374,0.3175162426427178,body-lotion-body-oil,20,250,9,692.3299999999999,76.92555555555555,7,0.1111111111111111,0.4444444444444444,0.0,0.1,4.0,0.3066069395841844,0.1111111111111111
29,2025-05-24,Member,app_push,West,none,0.10787488408111363,0.2671259543296973,face-serum,49,240,1,24.0,24.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,2025-06-01,Member,email,Northeast,luxury,0.7161085496996524,0.5477415084915944,body-lotion-body-oil,27,232,8,743.05,92.88125,8,0.375,0.5,0.25,0.1111111111111111,4.0,0.42425723566082685,0.125
31,2025-06-24,Member,app_push,Northeast,none,0.5465161576889551,0.729690707812864,facial-treatment-masks,25,209,5,249.0,49.8,5,0.0,0.4,0.0,0.3,4.333333333333333,0.23757065904216512,0.2
32,2025-06-16,Member,sms,South,none,0.4108602501693303,0.6312317427380606,eye-cream-dark-circles,77,217,4,277.9,69.475,2,0.25,0.5,0.0,0.5,4.0,0.4756028437778362,0.25
33,2025-06-02,Member,email,West,clean,0.25936489947601765,0.6206005669642667,skin-care-sets-travel-value,53,231,3,88.5,29.5,3,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
34,2025-10-26,Member,app_push,Northeast,none,0.0640798902357065,0.5664208647856944,facial-treatment-masks,36,85,10,341.2,34.12,7,0.2,0.2,0.0,0.0,0.0,0.0,0.1
35,2025-08-31,Platinum,email,West,none,0.4703234126384295,0.9077146914812461,skin-care-sets-travel-value,61,141,4,159.8,39.95,4,0.25,0.25,0.0,0.3,3.6666666666666665,0.4542465194292494,0.25
36,2025-08-26,Platinum,sms,Northeast,none,0.23782126657299654,0.6597298541276069,lip-balm-lip-care,25,146,22,957.42,43.519090909090906,13,0.2727272727272727,0.2727272727272727,0.0,0.3,4.166666666666667,0.6402248431325048,0.09090909090909091
37,2025-07-30,Member,sms,South,none,0.2816107179801453,0.5646334401866954,mini-skincare,24,173,5,382.5,76.5,4,0.0,0.6,0.0,0.125,3.0,-0.1444678851295472,0.2
38,2025-07-06,Member,app_push,Midwest,none,0.12784467267846808,0.32870036699566635,lip-balm-lip-care,53,197,1,36.0,36.0,1,0.0,0.0,0.0,0.25,4.0,0.9814713189796882,1.0
39,2025-04-13,Diamond,sms,South,none,0.05511343839398989,0.7191772482789142,facial-treatment-masks,52,281,5,221.67000000000002,44.334,5,0.0,0.2,0.0,0.25,4.5,0.6756769176339823,0.2
40,2025-10-24,Member,app_push,South,none,0.1930247969340523,0.30514342024779095,mini-skincare,23,87,11,464.5,42.22727272727273,9,0.09090909090909091,0.2727272727272727,0.0,0.0,0.0,0.0,0.18181818181818182
41,2025-05-20,Member,email,South,clean,0.2880443635421894,0.4447731771174417,eye-cream-dark-circles,27,244,4,143.8,35.95,4,0.25,0.25,1.0,0.0,0.0,0.0,0.25
42,2025-03-06,Member,email,South,none,0.4393718632799577,0.5131880763765402,face-wash-facial-cleanser,56,319,1,20.0,20.0,1,0.0,0.0,0.0,0.2222222222222222,3.5,-0.0276596748100205,1.0
43,2025-09-11,Platinum,email,West,planet,0.23119341056113957,0.27102095443795615,face-creams,24,130,18,766.66,42.59222222222222,11,0.05555555555555555,0.2777777777777778,0.0,0.2727272727272727,3.6666666666666665,0.08866908606755153,0.1111111111111111
44,2025-02-18,Diamond,sms,South,none,0.371228128413812,0.6276811293655188,face-wash-facial-cleanser,113,335,0,0.0,0.0,0,0.0,0.0,0.0,0.42857142857142855,4.666666666666667,0.7188381120394576,0.0
45,2025-09-15,Member,email,Midwest,none,0.44479847090553376,0.7944895848362452,skin-care-sets-travel-value,39,126,1,12.5,12.5,1,0.0,0.0,0.0,0.25,4.0,0.4003438369128825,1.0
46,2025-07-03,Diamond,email,Midwest,none,0.06694031554427608,0.5319530738499336,body-lotion-body-oil,47,200,7,221.9,31.7,6,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,3.6666666666666665,0.28050197317238235,0.2857142857142857
47,2025-02-04,Platinum,email,West,planet,0.5374379408537366,0.6534575671160482,face-creams,36,349,7,364.1,52.01428571428572,5,0.14285714285714285,0.42857142857142855,0.0,0.2,4.0,0.14742172444491644,0.14285714285714285
48,2025-01-14,Platinum,sms,South,none,0.18811326642603587,0.8527664466195826,skin-care-sets-travel-value,64,370,10,840.6,84.06,7,0.1,0.5,0.0,0.5,4.5,0.668131870304928,0.1
49,2025-05-14,Platinum,email,Northeast,cruelty-free,0.1906452501410395,0.434665137631184,lip-balm-lip-care,23,250,15,480.0,32.0,8,0.0,0.13333333333333333,0.26666666666666666,0.3333333333333333,4.25,0.6304351610821959,0.13333333333333333
50,2025-01-11,Diamond,sms,West,none,0.46596939659924447,0.6855100791402718,face-sunscreen,61,373,4,233.0,58.25,4,0.0,0.5,0.0,0.1111111111111111,3.0,0.21111062826618834,0.25
51,2025-02-12,Member,email,South,luxury,0.9489586149043686,0.7893361493314506,body-lotion-body-oil,26,341,2,173.35,86.675,2,0.5,1.0,0.5,0.0,0.0,0.0,0.5
52,2025-06-04,Platinum,app_push,Midwest,none,0.3090232532045626,0.48797656190367206,skin-care-sets-travel-value,25,229,13,710.7,54.66923076923077,9,0.3076923076923077,0.23076923076923078,0.0,0.2857142857142857,4.25,0.3925576727694484,0.15384615384615385
53,2025-10-19,Member,sms,Midwest,none,0.3596620926865819,0.8887438626315505,face-wash-facial-cleanser,23,92,11,1085.5,98.68181818181819,9,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.18181818181818182
54,2025-05-20,Member,email,West,none,0.26574457252693834,0.7707472802597028,face-creams,78,244,2,214.0,107.0,2,0.0,0.5,0.0,0.25,4.0,0.8452744879907748,0.5
55,2025-08-31,Platinum,email,West,none,0.6413815267369306,0.1589767921533657,face-wash-facial-cleanser,33,141,12,445.6,37.13333333333333,10,0.08333333333333333,0.16666666666666666,0.0,0.3333333333333333,4.75,0.743494312835074,0.08333333333333333
56,2025-10-03,Member,email,Midwest,none,0.37671161658861885,0.6778311257976127,face-creams,30,108,12,1168.05,97.33749999999999,9,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666
57,2025-09-05,Member,email,Northeast,none,0.399793307243248,0.7663755692908368,skin-care-sets-travel-value,37,136,4,630.5,157.625,3,0.0,1.0,0.0,0.25,4.0,0.6556657009601721,0.25
58,2025-07-08,Platinum,email,West,none,0.6770208964425733,0.45239417944134563,face-creams,44,195,4,386.0,96.5,3,0.25,0.5,0.0,0.4,3.5,0.05405965103018902,0.25
59,2025-05-13,Platinum,email,Northeast,none,0.1754695189794697,0.2899797485946661,face-creams,44,251,13,1295.57,99.65923076923076,8,0.3076923076923077,0.3076923076923077,0.0,0.1875,4.333333333333333,0.5541466417916999,0.15384615384615385
60,2025-06-04,Platinum,email,West,luxury,0.3626193457012096,0.16145124770007738,face-creams,28,229,7,293.2,41.885714285714286,5,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.1111111111111111,3.0,-0.20428768494876723,0.14285714285714285
61,2025-03-21,Member,email,Northeast,none,0.5831870492671184,0.6600706874195374,face-serum,69,304,4,242.0,60.5,4,0.0,0.75,0.0,0.2,4.0,0.8854865194500672,0.25
62,2025-05-30,Platinum,email,Midwest,luxury,0.4415022520908855,0.7577045409765285,eye-cream-dark-circles,35,234,5,402.75,80.55,4,0.2,0.4,0.2,0.0,0.0,0.0,0.2
63,2025-04-24,Member,app_push,Midwest,none,0.5435753508635504,0.2587791509909501,eye-cream-dark-circles,53,270,2,62.5,31.25,2,0.0,0.0,0.0,0.6666666666666666,3.0,0.2003886981482311,0.5
64,2025-03-16,Platinum,sms,Northeast,none,0.7146052016544947,0.1125159972396283,mini-skincare,73,309,2,78.0,39.0,2,0.0,0.0,0.0,0.6666666666666666,4.5,0.7274328707405484,0.5
65,2025-10-25,Member,email,Midwest,none,0.3651340161073275,0.6035730209195546,eye-cream-dark-circles,22,86,13,620.73,47.74846153846154,9,0.15384615384615385,0.3076923076923077,0.0,0.14285714285714285,4.0,1.0,0.07692307692307693
66,2025-01-04,Member,email,South,none,0.280628130194093,0.7543844486064574,eye-cream-dark-circles,26,380,5,357.5,71.5,5,0.0,0.6,0.0,0.14285714285714285,3.0,-0.29984015384997836,0.2
67,2025-01-30,Member,email,Northeast,none,0.5121666222463197,0.19026507988599237,skin-care-sets-travel-value,96,354,0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,4.0,0.990911606703947,0.0
68,2025-02-27,Member,email,West,none,0.6440846358403404,0.32612184854563386,body-lotion-body-oil,93,326,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,2025-10-18,Platinum,email,Midwest,clean,0.2771532982377754,0.333593039908245,face-sunscreen,25,93,29,1546.8,53.33793103448276,16,0.13793103448275862,0.20689655172413793,0.6551724137931034,0.18181818181818182,4.0,0.5324597399403521,0.06896551724137931
70,2025-07-27,Member,email,South,luxury,0.5159104483609903,0.3260235735321544,body-lotion-body-oil,36,176,1,95.0,95.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
71,2025-09-22,Platinum,email,West,clean,0.3904525218380804,0.6474569620120437,lip-balm-lip-care,25,119,20,1116.95,55.847500000000004,13,0.05,0.35,0.55,0.1,3.0,0.04212527156191319,0.15
72,2025-03-02,Member,sms,Northeast,none,0.3554111592882057,0.5421571527750847,skin-care-sets-travel-value,44,323,2,101.6,50.8,2,0.5,0.5,0.0,0.2,4.0,0.20845678882778423,0.5
73,2025-08-05,Member,email,Northeast,none,0.3261771434172995,0.582490577794333,eye-cream-dark-circles,97,167,0,0.0,0.0,0,0.0,0.0,0.0,0.25,5.0,0.9331977984450966,0.0
74,2025-04-21,Member,sms,West,none,0.2821876135114805,0.6769309802015485,eye-cream-dark-circles,38,273,7,348.5,49.785714285714285,5,0.0,0.5714285714285714,0.0,0.2,5.0,0.5628942272871553,0.14285714285714285
75,2025-05-27,Platinum,email,Northeast,luxury,0.7312888616599585,0.8673847920393177,face-wash-facial-cleanser,68,237,5,244.0,48.8,5,0.0,0.2,0.2,0.09090909090909091,5.0,0.41319357069923457,0.2
76,2025-01-02,Diamond,email,West,none,0.10982433499470379,0.35051294084172224,body-lotion-body-oil,80,382,7,471.4,67.34285714285714,6,0.5714285714285714,0.14285714285714285,0.0,0.2631578947368421,4.8,0.9095161189959982,0.14285714285714285
77,2025-07-05,Diamond,email,Northeast,none,0.6559375940489769,0.8375743667885038,face-wash-facial-cleanser,24,198,31,1944.9,62.73870967741936,12,0.1935483870967742,0.3548387096774194,0.0,0.2916666666666667,4.285714285714286,0.6456887199238297,0.0967741935483871
78,2025-09-07,Member,email,West,none,0.2555955437665422,0.6476290037854769,facial-treatment-masks,44,134,9,341.5,37.94444444444444,8,0.2222222222222222,0.2222222222222222,0.0,0.16666666666666666,4.0,0.7072618435666601,0.1111111111111111
79,2025-07-19,Platinum,email,South,none,0.3537202516997863,0.418718081246621,face-sunscreen,77,184,3,26.4,8.799999999999999,3,0.3333333333333333,0.0,0.0,0.5,4.0,0.817405839607914,0.3333333333333333
80,2025-02-16,Member,email,Midwest,none,0.14468236467099962,0.4439744989308297,lip-balm-lip-care,22,337,5,179.32999999999998,35.866,5,0.2,0.2,0.0,0.08333333333333333,5.0,1.0,0.4
81,2025-06-10,Platinum,app_push,Midwest,luxury,0.33596420889052603,0.4375591564713196,eye-cream-dark-circles,20,223,17,1271.1,74.77058823529411,9,0.058823529411764705,0.5882352941176471,0.17647058823529413,0.2631578947368421,4.4,0.7200486152385419,0.058823529411764705
82,2025-03-22,Member,email,South,none,0.7420808807686579,0.25337876856775216,skin-care-sets-travel-value,19,303,13,451.82,34.755384615384614,10,0.3076923076923077,0.15384615384615385,0.0,0.125,4.5,0.7134999734035995,0.15384615384615385
83,2025-10-17,Member,email,South,none,0.2193017080132421,0.25654548710278924,face-creams,32,94,14,912.4,65.17142857142856,8,0.14285714285714285,0.2857142857142857,0.0,0.5,4.333333333333333,0.4908168892894443,0.07142857142857142
84,2025-09-22,Member,email,Midwest,none,0.3298632219346333,0.8587290028933474,skin-care-sets-travel-value,27,119,16,1372.0,85.75,10,0.0625,0.5625,0.0,0.16666666666666666,4.5,0.9779011698973207,0.0625
85,2025-02-25,Member,sms,Northeast,none,0.625752897737338,0.7801577686302789,face-sunscreen,227,328,0,0.0,0.0,0,0.0,0.0,0.0,0.25,3.0,0.2210422860896718,0.0
86,2025-06-02,Platinum,app_push,West,luxury,0.19378714207219772,0.34774886750747125,skin-care-sets-travel-value,175,231,0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,4.0,1.0,0.0
87,2025-10-09,Platinum,sms,West,none,0.40350259744613237,0.5542330312747313,face-sunscreen,23,102,25,1314.43,52.577200000000005,16,0.16,0.28,0.0,0.16666666666666666,3.5,0.22009247584328828,0.12
88,2025-09-12,Platinum,email,Northeast,none,0.13498291406375681,0.4425563036462447,eye-cream-dark-circles,34,129,16,1272.5,79.53125,10,0.0,0.5,0.0,0.2857142857142857,4.0,0.03697439940012626,0.125
89,2025-08-01,Member,sms,South,planet,0.5966103235437897,0.6335927192957215,face-wash-facial-cleanser,26,171,5,614.0,122.8,5,0.0,0.6,0.0,0.2857142857142857,3.5,0.19370532564316298,0.4
90,2025-07-11,Platinum,app_push,South,clean,0.25668709888196617,0.5259484478293206,face-creams,54,192,1,48.0,48.0,1,0.0,0.0,1.0,0.4,4.0,0.3847637110902421,1.0
91,2025-01-13,Member,email,Midwest,none,0.4343176218377709,0.7886077072568567,face-creams,50,371,3,166.5,55.5,3,0.3333333333333333,0.3333333333333333,0.0,0.25,5.0,0.6558298139960199,0.3333333333333333
92,2025-08-11,Member,sms,South,none,0.30731791042677997,0.743829713333509,lip-balm-lip-care,26,161,5,513.25,102.65,4,0.0,0.6,0.0,0.2,1.0,-0.6089009414620035,0.2
93,2025-05-23,Member,sms,South,none,0.28016675223619264,0.6622534297064366,skin-care-sets-travel-value,79,241,3,234.2,78.06666666666666,3,0.3333333333333333,0.6666666666666666,0.0,0.2857142857142857,4.0,0.4079793965778605,0.3333333333333333
94,2025-01-28,Member,email,Midwest,none,0.9141405818375077,0.35890179983269255,skin-care-sets-travel-value,36,356,1,16.0,16.0,1,0.0,0.0,0.0,0.2857142857142857,4.0,0.4975570078291559,1.0
95,2025-03-15,Member,email,Northeast,none,0.43374691882493605,0.425537529922866,eye-cream-dark-circles,27,310,5,122.75,24.55,4,0.2,0.0,0.0,0.0,0.0,0.0,0.2
96,2025-06-12,Member,sms,Midwest,none,0.21497979617888363,0.4455098908050106,face-serum,53,221,3,595.0,198.33333333333334,3,0.0,1.0,0.0,0.2857142857142857,4.0,0.9074421987737216,0.6666666666666666
97,2025-08-07,Member,email,Midwest,none,0.5618496212484514,0.062038348469363166,face-wash-facial-cleanser,28,165,14,703.95,50.28214285714286,8,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,4.333333333333333,0.6116662693170377,0.07142857142857142
98,2025-06-02,Member,email,Northeast,none,0.5012602568531679,0.8513036973908602,lip-balm-lip-care,27,231,4,189.5,47.375,2,0.0,0.25,0.0,0.0,0.0,0.0,0.25
99,2025-07-03,Member,email,South,none,0.34926604885475715,0.8526053009604041,eye-cream-dark-circles,51,200,9,866.67,96.29666666666667,9,0.1111111111111111,0.4444444444444444,0.0,0.2222222222222222,4.0,-0.39985982830855543,0.2222222222222222
100,2025-09-19,Platinum,app_push,Midwest,cruelty-free,0.31209409406589966,0.9671549265944662,eye-cream-dark-circles,21,122,14,927.63,66.25928571428571,8,0.35714285714285715,0.5714285714285714,0.35714285714285715,0.3,3.6666666666666665,-0.04162368898143587,0.14285714285714285
101,2025-07-25,Diamond,email,West,none,0.09681444125562101,0.6738225240717964,skin-care-sets-travel-value,26,178,25,970.51,38.8204,14,0.08,0.12,0.0,0.4090909090909091,4.555555555555555,0.7713923772026782,0.12
102,2025-04-19,Member,email,South,none,0.5462092328684182,0.23570126488173204,face-serum,46,275,13,1361.0,104.6923076923077,9,0.15384615384615385,0.46153846153846156,0.0,0.15384615384615385,3.5,0.12016531903582844,0.07692307692307693
103,2025-07-12,Member,email,South,none,0.44005135021391223,0.8391190393599088,facial-treatment-masks,25,191,4,166.95,41.7375,4,0.75,0.25,0.0,0.0,0.0,0.0,0.25
104,2025-06-29,Platinum,app_push,West,none,0.5566278139109447,0.7397744448489748,eye-cream-dark-circles,23,204,6,410.8,68.46666666666667,5,0.16666666666666666,0.6666666666666666,0.0,0.25,5.0,1.0,0.16666666666666666
105,2025-02-02,Member,email,Northeast,luxury,0.6560810191808948,0.7766648499285332,face-wash-facial-cleanser,48,351,2,58.0,29.0,2,0.5,0.0,0.0,0.0,0.0,0.0,0.5
106,2025-01-18,Diamond,sms,West,none,0.4491525415523624,0.8053478964045816,face-sunscreen,30,366,6,365.5,60.916666666666664,5,0.16666666666666666,0.16666666666666666,0.0,0.2222222222222222,5.0,1.0,0.16666666666666666
107,2025-07-18,Member,email,South,planet,0.5904142385907182,0.675376952694642,lip-balm-lip-care,70,185,2,82.5,41.25,2,0.0,0.5,0.0,0.0,0.0,0.0,0.5
108,2025-04-27,Member,sms,South,none,0.466919304498098,0.058668447925942856,skin-care-sets-travel-value,49,267,5,134.95,26.99,5,0.4,0.0,0.0,0.0,0.0,0.0,0.2
109,2025-06-29,Member,email,West,none,0.5189785723230596,0.5907485962505574,mini-skincare,28,204,6,272.0,45.333333333333336,5,0.0,0.3333333333333333,0.0,0.2,5.0,0.8249818736846013,0.16666666666666666
110,2025-04-07,Member,sms,South,none,0.43156070329315716,0.5713767148657226,face-creams,28,287,2,105.0,52.5,2,0.0,0.5,0.0,0.1111111111111111,4.0,-0.2886966069662328,0.5
111,2025-03-09,Member,email,South,none,0.33083019764543176,0.4137309887601676,face-sunscreen,116,316,0,0.0,0.0,0,0.0,0.0,0.0,0.25,4.0,0.25814417157475106,0.0
112,2025-02-15,Member,sms,Northeast,none,0.08810435346262632,0.7490673490449389,mini-skincare,98,338,0,0.0,0.0,0,0.0,0.0,0.0,0.14285714285714285,4.0,0.4366880731505432,0.0
113,2025-04-25,Platinum,email,Midwest,none,0.7321299729630437,0.7685277343364304,face-wash-facial-cleanser,25,269,8,397.44,49.68,7,0.25,0.25,0.0,0.07142857142857142,2.0,-0.9896290191651547,0.125
114,2025-09-02,Diamond,email,Midwest,none,0.4859696023170931,0.49359914545067696,face-serum,26,139,24,1427.42,59.475833333333334,14,0.125,0.3333333333333333,0.0,0.16666666666666666,5.0,0.9273158337399044,0.08333333333333333
115,2025-05-01,Member,email,South,clean,0.34257036839044147,0.9561103593926672,face-creams,41,263,2,129.25,64.625,2,0.5,0.5,0.5,0.0,0.0,0.0,0.5
116,2025-04-24,Platinum,email,South,none,0.7696461886319146,0.822395021959962,face-sunscreen,55,270,8,698.5,87.3125,8,0.125,0.375,0.0,0.16666666666666666,4.333333333333333,0.5509836219054131,0.125
117,2025-06-22,Member,email,South,clean,0.850428556444125,0.41093732906758373,body-lotion-body-oil,64,211,2,212.0,106.0,1,0.5,1.0,1.0,0.0,0.0,0.0,0.5
118,2025-10-21,Member,email,West,cruelty-free,0.4166257663524649,0.4904184140460979,facial-treatment-masks,72,90,1,260.0,260.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
119,2025-04-28,Member,email,South,none,0.40785538915547065,0.4523044252258675,eye-cream-dark-circles,81,266,2,94.0,47.0,2,0.0,0.5,0.0,0.3333333333333333,4.5,0.3065289762790572,0.5
120,2025-06-26,Member,email,Midwest,none,0.29609434204793833,0.3974406651461871,lip-balm-lip-care,165,207,0,0.0,0.0,0,0.0,0.0,0.0,0.2,3.0,-0.7516537429154178,0.0
121,2025-05-12,Platinum,app_push,West,clean,0.4843572719326487,0.4345910034983761,face-serum,78,252,5,302.5,60.5,5,0.2,0.4,0.8,0.3333333333333333,4.0,0.5455343083361722,0.4
122,2025-07-01,Platinum,email,South,none,0.45407575203410455,0.8740681385106346,lip-balm-lip-care,27,202,15,917.4,61.16,8,0.2,0.4666666666666667,0.0,0.25,3.6666666666666665,0.5042862966296445,0.13333333333333333
123,2025-05-14,Member,email,West,planet,0.26148239107448834,0.5142697074724267,facial-treatment-masks,20,250,3,132.5,44.166666666666664,3,0.0,0.0,0.0,0.14285714285714285,4.0,0.8580273127229645,0.3333333333333333
124,2025-07-11,Member,sms,South,planet,0.4222940818292283,0.2559239217463962,face-wash-facial-cleanser,19,192,6,229.5,38.25,5,0.16666666666666666,0.3333333333333333,0.0,0.2857142857142857,4.0,0.7933773510722495,0.16666666666666666
125,2025-06-14,Platinum,app_push,Midwest,none,0.4930499394344045,0.17468569865236522,face-sunscreen,36,219,8,389.9,48.7375,8,0.125,0.25,0.0,0.125,4.0,-0.12871155330506334,0.125
126,2025-07-22,Diamond,sms,South,clean,0.28932529060143264,0.612049642636376,body-lotion-body-oil,35,181,16,581.5699999999999,36.348124999999996,12,0.0625,0.0625,0.75,0.23076923076923078,4.0,0.6954907544524848,0.125
127,2025-10-15,Member,email,Midwest,clean,0.7203179112811883,0.7046717674561485,mini-skincare,20,96,13,539.8,41.52307692307692,9,0.3076923076923077,0.3076923076923077,0.6153846153846154,0.0,0.0,0.0,0.15384615384615385
